time=2016-05-30T22:00:23, team=167, userid=1410, assignmentid=5328 
time=2016-06-12T11:03:05, team=71, userid=132, assignmentid=18504
time=2016-06-12T11:03:05, team=129, userid=619, assignmentid=18505
time=2016-06-12T11:03:05, team=29, userid=1715, assignmentid=18506
time=2016-06-12T11:03:05, team=208, userid=1001, assignmentid=18507
time=2016-06-12T11:03:05, team=182, userid=509, assignmentid=18508
time=2016-06-12T11:33:05, team=45, userid=1277, assignmentid=18525
time=2016-06-12T11:33:05, team=56, userid=1153, assignmentid=18526
time=2016-06-12T11:33:05, team=167, userid=140, assignmentid=18527
time=2016-06-12T11:33:05, team=176, userid=982, assignmentid=18528
time=2016-06-12T11:33:05, team=29, userid=1844, assignmentid=18529
time=2016-06-12T11:33:05, team=213, userid=896, assignmentid=18530
time=2016-06-12T11:33:05, team=131, userid=1858, assignmentid=18531
time=2016-06-12T11:33:05, team=50, userid=794, assignmentid=18532
time=2016-06-12T12:03:05, team=106, userid=1783, assignmentid=18541
time=2016-06-12T12:03:05, team=162, userid=564, assignmentid=18542
time=2016-06-12T12:03:05, team=154, userid=693, assignmentid=18543
time=2016-06-12T12:03:05, team=211, userid=1259, assignmentid=18544
time=2016-06-12T12:03:05, team=144, userid=1734, assignmentid=18545
time=2016-06-12T12:03:05, team=92, userid=1420, assignmentid=18546
time=2016-06-12T12:03:05, team=40, userid=1508, assignmentid=18547
time=2016-06-12T12:03:05, team=163, userid=1995, assignmentid=18548
time=2016-06-12T12:03:05, team=213, userid=662, assignmentid=18549
time=2016-06-12T12:03:05, team=202, userid=723, assignmentid=18550
time=2016-06-12T12:03:05, team=109, userid=459, assignmentid=18551
time=2016-06-12T12:03:05, team=50, userid=1498, assignmentid=18552
time=2016-06-12T12:33:05, team=94, userid=1469, assignmentid=18590
time=2016-06-12T12:33:05, team=7, userid=1072, assignmentid=18591
time=2016-06-12T12:33:05, team=35, userid=1393, assignmentid=18592
time=2016-06-12T12:33:05, team=180, userid=435, assignmentid=18593
time=2016-06-12T12:33:05, team=56, userid=972, assignmentid=18594
time=2016-06-12T12:33:05, team=216, userid=448, assignmentid=18595
time=2016-06-12T13:03:05, team=27, userid=1863, assignmentid=18610
time=2016-06-12T13:03:05, team=48, userid=1604, assignmentid=18611
time=2016-06-12T13:03:05, team=201, userid=1788, assignmentid=18612
time=2016-06-12T13:03:05, team=101, userid=1495, assignmentid=18613
time=2016-06-12T13:33:05, team=200, userid=962, assignmentid=18663
time=2016-06-12T13:33:05, team=212, userid=1692, assignmentid=18664
time=2016-06-12T13:33:05, team=209, userid=1739, assignmentid=18665
time=2016-06-12T13:33:05, team=34, userid=1047, assignmentid=18666
time=2016-06-12T13:33:05, team=4, userid=605, assignmentid=18667
time=2016-06-12T13:33:05, team=94, userid=1860, assignmentid=18668
time=2016-06-12T13:33:05, team=114, userid=1615, assignmentid=18669
time=2016-06-12T13:33:05, team=152, userid=1429, assignmentid=18670
time=2016-06-12T14:03:05, team=202, userid=1725, assignmentid=18694
time=2016-06-12T14:03:05, team=89, userid=1961, assignmentid=18695
time=2016-06-12T14:03:05, team=220, userid=1579, assignmentid=18696
time=2016-06-12T14:03:05, team=154, userid=1628, assignmentid=18697
time=2016-06-12T14:03:05, team=180, userid=387, assignmentid=18698
time=2016-06-12T14:03:05, team=54, userid=512, assignmentid=18699
time=2016-06-12T14:03:05, team=60, userid=419, assignmentid=18700
time=2016-06-12T14:03:05, team=179, userid=136, assignmentid=18701
time=2016-06-12T14:03:05, team=139, userid=216, assignmentid=18702
time=2016-06-12T14:33:05, team=179, userid=1585, assignmentid=18742
time=2016-06-12T14:33:05, team=109, userid=1054, assignmentid=18743
time=2016-06-12T14:33:05, team=201, userid=479, assignmentid=18744
time=2016-06-12T14:33:05, team=60, userid=1227, assignmentid=18745
time=2016-06-12T14:33:05, team=200, userid=1827, assignmentid=18746
time=2016-06-12T15:03:05, team=44, userid=371, assignmentid=18792
time=2016-06-12T15:03:05, team=105, userid=1020, assignmentid=18793
time=2016-06-12T15:03:05, team=160, userid=1928, assignmentid=18794
time=2016-06-12T15:03:05, team=215, userid=1255, assignmentid=18795
time=2016-06-12T15:03:05, team=3, userid=364, assignmentid=18796
time=2016-06-12T15:03:05, team=40, userid=1457, assignmentid=18797
time=2016-06-12T15:03:05, team=185, userid=1970, assignmentid=18798
time=2016-06-12T15:03:05, team=31, userid=265, assignmentid=18799
time=2016-06-12T15:03:05, team=150, userid=1945, assignmentid=18800
time=2016-06-12T15:33:05, team=46, userid=28, assignmentid=18849
time=2016-06-12T15:33:05, team=211, userid=601, assignmentid=18850
time=2016-06-12T15:33:05, team=122, userid=1458, assignmentid=18851
time=2016-06-12T15:33:05, team=34, userid=976, assignmentid=18852
time=2016-06-12T16:03:05, team=131, userid=1686, assignmentid=18904
time=2016-06-12T16:03:05, team=45, userid=958, assignmentid=18905
time=2016-06-12T16:03:05, team=121, userid=519, assignmentid=18906
time=2016-06-12T16:03:05, team=73, userid=608, assignmentid=18907
time=2016-06-12T16:03:05, team=35, userid=61, assignmentid=18908
time=2016-06-12T16:33:05, team=179, userid=338, assignmentid=18929
time=2016-06-12T16:33:05, team=205, userid=342, assignmentid=18930
time=2016-06-12T16:33:05, team=54, userid=59, assignmentid=18931
time=2016-06-12T16:33:05, team=209, userid=291, assignmentid=18932
time=2016-06-12T16:33:05, team=62, userid=153, assignmentid=18933
time=2016-06-12T17:03:05, team=70, userid=193, assignmentid=18957
time=2016-06-12T17:03:05, team=54, userid=724, assignmentid=18958
time=2016-06-12T17:03:05, team=176, userid=1912, assignmentid=18959
time=2016-06-12T17:33:05, team=212, userid=115, assignmentid=19002
time=2016-06-12T17:33:05, team=181, userid=330, assignmentid=19003
time=2016-06-12T17:33:05, team=92, userid=1148, assignmentid=19004
time=2016-06-12T17:33:05, team=84, userid=1999, assignmentid=19005
time=2016-06-12T17:33:05, team=217, userid=1631, assignmentid=19006
time=2016-06-12T17:33:05, team=218, userid=550, assignmentid=19007
time=2016-06-12T18:03:05, team=206, userid=367, assignmentid=19037
time=2016-06-12T18:03:05, team=185, userid=1399, assignmentid=19038
time=2016-06-12T18:03:05, team=71, userid=673, assignmentid=19039
time=2016-06-12T18:03:05, team=56, userid=864, assignmentid=19040
time=2016-06-12T18:33:05, team=45, userid=1202, assignmentid=19047
time=2016-06-12T18:33:05, team=42, userid=552, assignmentid=19048
time=2016-06-12T18:33:05, team=220, userid=641, assignmentid=19049
time=2016-06-12T18:33:05, team=109, userid=58, assignmentid=19050
time=2016-06-12T18:33:05, team=119, userid=521, assignmentid=19051
time=2016-06-12T18:33:05, team=115, userid=563, assignmentid=19052
time=2016-06-12T18:33:05, team=27, userid=1781, assignmentid=19053
time=2016-06-12T18:33:05, team=77, userid=1962, assignmentid=19054
time=2016-06-12T18:33:05, team=205, userid=990, assignmentid=19055
time=2016-06-12T19:03:05, team=57, userid=1228, assignmentid=19088
time=2016-06-12T19:03:05, team=177, userid=1166, assignmentid=19089
time=2016-06-12T19:03:05, team=131, userid=1889, assignmentid=19090
time=2016-06-12T19:03:05, team=213, userid=827, assignmentid=19091
time=2016-06-12T19:03:05, team=106, userid=763, assignmentid=19092
time=2016-06-12T19:03:05, team=63, userid=685, assignmentid=19093
time=2016-06-12T19:33:05, team=54, userid=1067, assignmentid=19118
time=2016-06-12T19:33:05, team=4, userid=1087, assignmentid=19119
time=2016-06-12T19:33:05, team=204, userid=198, assignmentid=19120
time=2016-06-12T19:33:05, team=56, userid=1543, assignmentid=19121
time=2016-06-12T19:33:05, team=70, userid=68, assignmentid=19122
time=2016-06-12T19:33:05, team=45, userid=1918, assignmentid=19123
time=2016-06-12T20:03:05, team=94, userid=1701, assignmentid=19143
time=2016-06-12T20:03:05, team=118, userid=1565, assignmentid=19144
time=2016-06-12T20:03:05, team=54, userid=504, assignmentid=19145
time=2016-06-12T20:03:05, team=88, userid=1243, assignmentid=19146
time=2016-06-12T20:03:05, team=107, userid=1029, assignmentid=19147
time=2016-06-12T20:03:05, team=207, userid=416, assignmentid=19148
time=2016-06-12T20:03:05, team=161, userid=544, assignmentid=19149
time=2016-06-12T20:03:05, team=34, userid=800, assignmentid=19150
time=2016-06-12T20:03:05, team=176, userid=1268, assignmentid=19151
time=2016-06-12T20:03:05, team=60, userid=1078, assignmentid=19152
time=2016-06-12T20:03:05, team=218, userid=750, assignmentid=19153
time=2016-06-12T20:03:05, team=101, userid=1070, assignmentid=19154
time=2016-06-12T20:03:05, team=133, userid=1313, assignmentid=19155
time=2016-06-12T20:03:05, team=114, userid=1809, assignmentid=19156
time=2016-06-12T20:33:05, team=221, userid=729, assignmentid=19201
time=2016-06-12T20:33:05, team=202, userid=834, assignmentid=19202
time=2016-06-12T20:33:05, team=212, userid=453, assignmentid=19203
time=2016-06-12T20:33:05, team=73, userid=569, assignmentid=19204
time=2016-06-12T20:33:05, team=176, userid=1377, assignmentid=19205
time=2016-06-12T20:33:05, team=34, userid=1736, assignmentid=19206
time=2016-06-12T20:33:05, team=4, userid=1057, assignmentid=19207
time=2016-06-12T21:03:05, team=196, userid=1206, assignmentid=19231
time=2016-06-12T21:03:05, team=211, userid=1765, assignmentid=19232
time=2016-06-12T21:03:05, team=101, userid=749, assignmentid=19233
time=2016-06-12T21:03:05, team=181, userid=1964, assignmentid=19234
time=2016-06-12T21:03:05, team=27, userid=430, assignmentid=19235
time=2016-06-12T21:03:05, team=148, userid=600, assignmentid=19236
time=2016-06-12T21:03:05, team=122, userid=32, assignmentid=19237
time=2016-06-12T21:33:05, team=119, userid=691, assignmentid=19257
time=2016-06-12T21:33:05, team=118, userid=229, assignmentid=19258
time=2016-06-12T21:33:05, team=46, userid=603, assignmentid=19259
time=2016-06-12T22:03:05, team=129, userid=1847, assignmentid=19291
time=2016-06-12T22:03:05, team=186, userid=1510, assignmentid=19292
time=2016-06-12T22:33:05, team=207, userid=1573, assignmentid=19326
time=2016-06-12T22:33:05, team=185, userid=1554, assignmentid=19327
time=2016-06-12T22:33:05, team=115, userid=596, assignmentid=19328
time=2016-06-12T22:33:05, team=9, userid=1303, assignmentid=19329
time=2016-06-12T22:33:05, team=28, userid=1441, assignmentid=19330
time=2016-06-12T22:33:05, team=148, userid=1318, assignmentid=19331
time=2016-06-12T22:33:05, team=50, userid=144, assignmentid=19332
time=2016-06-12T22:33:05, team=183, userid=1368, assignmentid=19333
time=2016-06-12T23:03:05, team=109, userid=477, assignmentid=19366
time=2016-06-12T23:03:05, team=57, userid=162, assignmentid=19367
time=2016-06-12T23:03:05, team=55, userid=452, assignmentid=19368
time=2016-06-12T23:03:05, team=209, userid=1990, assignmentid=19369
time=2016-06-12T23:03:05, team=214, userid=1854, assignmentid=19370
time=2016-06-12T23:03:05, team=4, userid=1470, assignmentid=19371
time=2016-06-12T23:03:05, team=119, userid=1717, assignmentid=19372
time=2016-06-12T23:33:05, team=55, userid=1577, assignmentid=19385
time=2016-06-12T23:33:05, team=119, userid=182, assignmentid=19386
time=2016-06-12T23:33:05, team=121, userid=172, assignmentid=19387
time=2016-06-12T23:33:05, team=208, userid=1389, assignmentid=19388
time=2016-06-12T23:33:05, team=60, userid=1065, assignmentid=19389
time=2016-06-12T23:33:05, team=131, userid=1539, assignmentid=19390
time=2016-06-13T00:03:05, team=214, userid=997, assignmentid=19407
time=2016-06-13T00:03:05, team=219, userid=295, assignmentid=19408
time=2016-06-13T00:03:05, team=209, userid=1019, assignmentid=19409
time=2016-06-13T00:03:05, team=152, userid=624, assignmentid=19410
time=2016-06-13T00:03:05, team=219, userid=1835, assignmentid=19411
time=2016-06-13T00:03:05, team=119, userid=1263, assignmentid=19412
time=2016-06-13T00:03:05, team=17, userid=1334, assignmentid=19413
time=2016-06-13T00:33:05, team=50, userid=1499, assignmentid=19432
time=2016-06-13T00:33:05, team=139, userid=38, assignmentid=19433
time=2016-06-13T00:33:05, team=212, userid=274, assignmentid=19434
time=2016-06-13T00:33:05, team=89, userid=605, assignmentid=19435
time=2016-06-13T01:03:05, team=201, userid=1753, assignmentid=19443
time=2016-06-13T01:03:05, team=164, userid=826, assignmentid=19444
time=2016-06-13T01:03:05, team=211, userid=909, assignmentid=19445
time=2016-06-13T01:03:05, team=180, userid=1511, assignmentid=19446
time=2016-06-13T01:03:05, team=207, userid=1351, assignmentid=19447
time=2016-06-13T01:03:05, team=150, userid=491, assignmentid=19448
time=2016-06-13T01:03:05, team=201, userid=1849, assignmentid=19449
time=2016-06-13T01:33:05, team=150, userid=1011, assignmentid=19488
time=2016-06-13T01:33:05, team=181, userid=293, assignmentid=19489
time=2016-06-13T01:33:05, team=164, userid=1963, assignmentid=19490
time=2016-06-13T01:33:05, team=35, userid=607, assignmentid=19491
time=2016-06-13T01:33:05, team=181, userid=674, assignmentid=19492
time=2016-06-13T01:33:05, team=154, userid=762, assignmentid=19493
time=2016-06-13T01:33:05, team=213, userid=1692, assignmentid=19494
time=2016-06-13T02:03:05, team=211, userid=640, assignmentid=19519
time=2016-06-13T02:03:05, team=177, userid=247, assignmentid=19520
time=2016-06-13T02:03:05, team=206, userid=199, assignmentid=19521
time=2016-06-13T02:33:05, team=119, userid=514, assignmentid=19527
time=2016-06-13T02:33:05, team=150, userid=24, assignmentid=19528
time=2016-06-13T02:33:05, team=177, userid=60, assignmentid=19529
time=2016-06-13T02:33:05, team=181, userid=1453, assignmentid=19530
time=2016-06-13T02:33:05, team=99, userid=1836, assignmentid=19531
time=2016-06-13T02:33:05, team=77, userid=1565, assignmentid=19532
time=2016-06-13T02:33:05, team=122, userid=1071, assignmentid=19533
time=2016-06-13T03:03:05, team=212, userid=560, assignmentid=19563
time=2016-06-13T03:03:05, team=106, userid=952, assignmentid=19564
time=2016-06-13T03:03:05, team=119, userid=1390, assignmentid=19565
time=2016-06-13T03:03:05, team=162, userid=1409, assignmentid=19566
time=2016-06-13T03:03:05, team=3, userid=257, assignmentid=19567
time=2016-06-13T03:03:05, team=144, userid=1606, assignmentid=19568
time=2016-06-13T03:03:05, team=84, userid=1092, assignmentid=19569
time=2016-06-13T03:33:05, team=148, userid=1994, assignmentid=19601
time=2016-06-13T03:33:05, team=133, userid=433, assignmentid=19602
time=2016-06-13T03:33:05, team=206, userid=1302, assignmentid=19603
time=2016-06-13T03:33:05, team=215, userid=1874, assignmentid=19604
time=2016-06-13T03:33:05, team=196, userid=251, assignmentid=19605
time=2016-06-13T03:33:05, team=200, userid=1609, assignmentid=19606
time=2016-06-13T04:03:05, team=144, userid=1634, assignmentid=19637
time=2016-06-13T04:03:05, team=105, userid=1983, assignmentid=19638
time=2016-06-13T04:03:05, team=129, userid=1879, assignmentid=19639
time=2016-06-13T04:03:05, team=56, userid=811, assignmentid=19640
time=2016-06-13T04:03:05, team=177, userid=1623, assignmentid=19641
time=2016-06-13T04:03:05, team=139, userid=1535, assignmentid=19642
time=2016-06-13T04:33:05, team=202, userid=346, assignmentid=19678
time=2016-06-13T04:33:05, team=219, userid=1216, assignmentid=19679
time=2016-06-13T04:33:05, team=81, userid=450, assignmentid=19680
time=2016-06-13T05:03:05, team=3, userid=1763, assignmentid=19722
time=2016-06-13T05:03:05, team=154, userid=951, assignmentid=19723
time=2016-06-13T05:03:05, team=29, userid=1706, assignmentid=19724
time=2016-06-13T05:03:05, team=45, userid=623, assignmentid=19725
time=2016-06-13T05:03:05, team=46, userid=1459, assignmentid=19726
time=2016-06-13T05:03:05, team=107, userid=119, assignmentid=19727
time=2016-06-13T05:03:05, team=45, userid=664, assignmentid=19728
time=2016-06-13T05:33:05, team=71, userid=1650, assignmentid=19763
time=2016-06-13T05:33:05, team=7, userid=1820, assignmentid=19764
time=2016-06-13T05:33:05, team=196, userid=566, assignmentid=19765
time=2016-06-13T05:33:05, team=92, userid=236, assignmentid=19766
time=2016-06-13T05:33:05, team=119, userid=1590, assignmentid=19767
time=2016-06-13T05:33:05, team=192, userid=1018, assignmentid=19768
time=2016-06-13T05:33:05, team=208, userid=1746, assignmentid=19769
time=2016-06-13T05:33:05, team=173, userid=905, assignmentid=19770
time=2016-06-13T05:33:05, team=37, userid=894, assignmentid=19771
time=2016-06-13T05:33:05, team=201, userid=1616, assignmentid=19772
time=2016-06-13T06:03:05, team=206, userid=0, assignmentid=19823
time=2016-06-13T06:03:05, team=154, userid=1140, assignmentid=19824
time=2016-06-13T06:03:05, team=206, userid=340, assignmentid=19825
time=2016-06-13T06:03:05, team=109, userid=1689, assignmentid=19826
time=2016-06-13T06:03:05, team=133, userid=823, assignmentid=19827
time=2016-06-13T06:03:05, team=40, userid=828, assignmentid=19828
time=2016-06-13T06:03:05, team=150, userid=895, assignmentid=19829
time=2016-06-13T06:03:05, team=206, userid=73, assignmentid=19830
time=2016-06-13T06:33:05, team=107, userid=861, assignmentid=20778
time=2016-06-13T06:33:05, team=218, userid=698, assignmentid=20779
time=2016-06-13T06:33:05, team=222, userid=1507, assignmentid=20780
time=2016-06-13T06:33:05, team=35, userid=814, assignmentid=20781
time=2016-06-13T06:33:05, team=37, userid=252, assignmentid=20782
time=2016-06-13T06:33:05, team=131, userid=311, assignmentid=20783
time=2016-06-13T06:33:05, team=156, userid=1247, assignmentid=20784
time=2016-06-13T07:03:05, team=131, userid=1126, assignmentid=20800
time=2016-06-13T07:03:05, team=73, userid=1619, assignmentid=20801
time=2016-06-13T07:03:05, team=17, userid=925, assignmentid=20802
time=2016-06-13T07:03:05, team=31, userid=4, assignmentid=20803
time=2016-06-13T07:03:05, team=89, userid=1537, assignmentid=20804
time=2016-06-13T07:03:05, team=101, userid=1784, assignmentid=20805
time=2016-06-13T07:03:05, team=106, userid=493, assignmentid=20806
time=2016-06-13T07:33:05, team=180, userid=1841, assignmentid=20825
time=2016-06-13T07:33:05, team=182, userid=1105, assignmentid=20826
time=2016-06-13T07:33:05, team=9, userid=962, assignmentid=20827
time=2016-06-13T07:33:05, team=77, userid=1378, assignmentid=20828
time=2016-06-13T08:03:05, team=31, userid=1067, assignmentid=20871
time=2016-06-13T08:03:05, team=54, userid=1989, assignmentid=20872
time=2016-06-13T08:03:05, team=85, userid=1243, assignmentid=20873
time=2016-06-13T08:33:05, team=17, userid=1515, assignmentid=20917
time=2016-06-13T08:33:05, team=40, userid=787, assignmentid=20918
time=2016-06-13T09:03:05, team=92, userid=1128, assignmentid=20938
time=2016-06-13T09:03:05, team=204, userid=791, assignmentid=20939
time=2016-06-13T09:33:05, team=35, userid=1843, assignmentid=20951
time=2016-06-13T09:33:05, team=196, userid=413, assignmentid=20952
time=2016-06-13T09:33:05, team=217, userid=757, assignmentid=20953
time=2016-06-13T09:33:05, team=129, userid=1958, assignmentid=20954
time=2016-06-13T10:03:05, team=42, userid=1864, assignmentid=20964
time=2016-06-13T10:03:05, team=150, userid=1387, assignmentid=20965
time=2016-06-13T10:03:05, team=20, userid=1208, assignmentid=20966
time=2016-06-13T10:03:05, team=133, userid=1213, assignmentid=20967
time=2016-06-13T10:03:05, team=161, userid=615, assignmentid=20968
time=2016-06-13T10:03:05, team=177, userid=634, assignmentid=20969
time=2016-06-13T10:03:05, team=84, userid=1631, assignmentid=20970
time=2016-06-13T10:03:05, team=133, userid=1845, assignmentid=20971
time=2016-06-13T10:33:05, team=128, userid=1897, assignmentid=21006
time=2016-06-13T10:33:05, team=45, userid=904, assignmentid=21007
time=2016-06-13T10:33:05, team=48, userid=1160, assignmentid=21008
time=2016-06-13T10:33:05, team=106, userid=285, assignmentid=21009
time=2016-06-13T10:33:05, team=28, userid=1625, assignmentid=21010
time=2016-06-13T10:33:05, team=54, userid=1457, assignmentid=21011
time=2016-06-13T11:03:05, team=133, userid=1632, assignmentid=21060
time=2016-06-13T11:03:05, team=119, userid=868, assignmentid=21061
time=2016-06-13T11:03:05, team=46, userid=1006, assignmentid=21062
time=2016-06-13T11:03:05, team=219, userid=622, assignmentid=21063
time=2016-06-13T11:33:05, team=70, userid=961, assignmentid=21078
time=2016-06-13T11:33:05, team=173, userid=847, assignmentid=21079
time=2016-06-13T11:33:05, team=115, userid=1184, assignmentid=21080
time=2016-06-13T11:33:05, team=34, userid=556, assignmentid=21081
time=2016-06-13T11:33:05, team=203, userid=1008, assignmentid=21082
time=2016-06-13T11:33:05, team=57, userid=1670, assignmentid=21083
time=2016-06-13T11:33:05, team=183, userid=23, assignmentid=21084
time=2016-06-13T11:33:05, team=221, userid=888, assignmentid=21085
time=2016-06-13T11:33:05, team=215, userid=492, assignmentid=21086
time=2016-06-13T11:33:05, team=99, userid=201, assignmentid=21087
time=2016-06-13T11:33:05, team=218, userid=1170, assignmentid=21088
time=2016-06-13T11:33:05, team=150, userid=1458, assignmentid=21089
time=2016-06-13T12:03:05, team=185, userid=250, assignmentid=21111
time=2016-06-13T12:03:05, team=3, userid=1383, assignmentid=21112
time=2016-06-13T12:03:05, team=162, userid=1903, assignmentid=21113
time=2016-06-13T12:03:05, team=46, userid=1072, assignmentid=21114
time=2016-06-13T12:03:05, team=50, userid=976, assignmentid=21115
time=2016-06-13T12:33:05, team=69, userid=1481, assignmentid=21137
time=2016-06-13T12:33:05, team=70, userid=107, assignmentid=21138
time=2016-06-13T12:33:05, team=99, userid=338, assignmentid=21139
time=2016-06-13T13:03:05, team=181, userid=332, assignmentid=21175
time=2016-06-13T13:03:05, team=85, userid=43, assignmentid=21176
time=2016-06-13T13:03:05, team=163, userid=1644, assignmentid=21177
time=2016-06-13T13:03:05, team=62, userid=887, assignmentid=21178
time=2016-06-13T13:03:05, team=48, userid=1553, assignmentid=21179
time=2016-06-13T13:03:05, team=164, userid=1914, assignmentid=21180
time=2016-06-13T13:03:05, team=20, userid=310, assignmentid=21181
time=2016-06-13T13:33:05, team=29, userid=1127, assignmentid=21229
time=2016-06-13T13:33:05, team=50, userid=1831, assignmentid=21230
time=2016-06-13T13:33:05, team=189, userid=775, assignmentid=21231
time=2016-06-13T13:33:05, team=118, userid=195, assignmentid=21232
time=2016-06-13T13:33:05, team=3, userid=1192, assignmentid=21233
time=2016-06-13T13:33:05, team=164, userid=709, assignmentid=21234
time=2016-06-13T13:33:05, team=128, userid=910, assignmentid=21235
time=2016-06-13T13:33:05, team=207, userid=1038, assignmentid=21236
time=2016-06-13T14:03:05, team=209, userid=1193, assignmentid=21275
time=2016-06-13T14:03:05, team=121, userid=551, assignmentid=21276
time=2016-06-13T14:03:05, team=221, userid=1462, assignmentid=21277
time=2016-06-13T14:03:05, team=152, userid=391, assignmentid=21278
time=2016-06-13T14:33:05, team=223, userid=1787, assignmentid=21294
time=2016-06-13T14:33:05, team=46, userid=985, assignmentid=21295
time=2016-06-13T14:33:05, team=164, userid=135, assignmentid=21296
time=2016-06-13T14:33:05, team=139, userid=1725, assignmentid=21297
time=2016-06-13T15:03:05, team=213, userid=702, assignmentid=21307
time=2016-06-13T15:03:05, team=150, userid=382, assignmentid=21308
time=2016-06-13T15:03:05, team=89, userid=179, assignmentid=21309
time=2016-06-13T15:03:05, team=139, userid=1320, assignmentid=21310
time=2016-06-13T15:33:05, team=115, userid=1524, assignmentid=21336
time=2016-06-13T15:33:05, team=208, userid=1422, assignmentid=21337
time=2016-06-13T15:33:05, team=214, userid=1768, assignmentid=21338
time=2016-06-13T15:33:05, team=214, userid=1819, assignmentid=21339
time=2016-06-13T16:03:05, team=147, userid=1042, assignmentid=21349
time=2016-06-13T16:03:05, team=40, userid=920, assignmentid=21350
time=2016-06-13T16:03:05, team=105, userid=423, assignmentid=21351
time=2016-06-13T16:03:05, team=46, userid=330, assignmentid=21352
time=2016-06-13T16:33:05, team=163, userid=1729, assignmentid=21380
time=2016-06-13T16:33:05, team=84, userid=1137, assignmentid=21381
time=2016-06-13T16:33:05, team=150, userid=667, assignmentid=21382
time=2016-06-13T16:33:05, team=186, userid=670, assignmentid=21383
time=2016-06-13T16:33:05, team=217, userid=1974, assignmentid=21384
time=2016-06-13T17:03:05, team=114, userid=292, assignmentid=21423
time=2016-06-13T17:03:05, team=207, userid=987, assignmentid=21424
time=2016-06-13T17:03:05, team=114, userid=1049, assignmentid=21425
time=2016-06-13T17:03:05, team=196, userid=769, assignmentid=21426
time=2016-06-13T17:03:05, team=167, userid=187, assignmentid=21427
time=2016-06-13T17:33:05, team=70, userid=500, assignmentid=21443
time=2016-06-13T17:33:05, team=144, userid=1969, assignmentid=21444
time=2016-06-13T17:33:05, team=180, userid=1589, assignmentid=21445
time=2016-06-13T17:33:05, team=189, userid=1955, assignmentid=21446
time=2016-06-13T17:33:05, team=160, userid=1616, assignmentid=21447
time=2016-06-13T17:33:05, team=77, userid=1409, assignmentid=21448
time=2016-06-13T18:03:05, team=167, userid=1840, assignmentid=21455
time=2016-06-13T18:03:05, team=7, userid=1986, assignmentid=21456
time=2016-06-13T18:03:05, team=220, userid=968, assignmentid=21457
time=2016-06-13T18:03:05, team=154, userid=858, assignmentid=21458
time=2016-06-13T18:03:05, team=211, userid=109, assignmentid=21459
time=2016-06-13T18:33:05, team=57, userid=397, assignmentid=21507
time=2016-06-13T18:33:05, team=45, userid=157, assignmentid=21508
time=2016-06-13T18:33:05, team=105, userid=1912, assignmentid=21509
time=2016-06-13T18:33:05, team=9, userid=830, assignmentid=21510
time=2016-06-13T19:03:05, team=88, userid=1294, assignmentid=21525
time=2016-06-13T19:03:05, team=177, userid=965, assignmentid=21526
time=2016-06-13T19:03:05, team=4, userid=1982, assignmentid=21527
time=2016-06-13T19:03:05, team=209, userid=33, assignmentid=21528
time=2016-06-13T19:03:05, team=207, userid=392, assignmentid=21529
time=2016-06-13T19:03:05, team=73, userid=1028, assignmentid=21530
time=2016-06-13T19:03:05, team=133, userid=1382, assignmentid=21531
time=2016-06-13T19:03:05, team=3, userid=295, assignmentid=21532
time=2016-06-13T19:03:05, team=211, userid=1389, assignmentid=21533
time=2016-06-13T19:03:05, team=70, userid=1542, assignmentid=21534
time=2016-06-13T19:33:05, team=179, userid=741, assignmentid=21586
time=2016-06-13T19:33:05, team=204, userid=55, assignmentid=21587
time=2016-06-13T19:33:05, team=204, userid=1029, assignmentid=21588
time=2016-06-13T19:33:05, team=7, userid=1457, assignmentid=21589
time=2016-06-13T19:33:05, team=214, userid=1503, assignmentid=21590
time=2016-06-13T19:33:05, team=48, userid=986, assignmentid=21591
time=2016-06-13T20:03:05, team=223, userid=840, assignmentid=21630
time=2016-06-13T20:03:05, team=154, userid=89, assignmentid=21631
time=2016-06-13T20:03:05, team=217, userid=1043, assignmentid=21632
time=2016-06-13T20:03:05, team=49, userid=768, assignmentid=21633
time=2016-06-13T20:33:05, team=224, userid=908, assignmentid=21644
time=2016-06-13T20:33:05, team=7, userid=1461, assignmentid=21645
time=2016-06-13T20:33:05, team=180, userid=1824, assignmentid=21646
time=2016-06-13T21:03:05, team=173, userid=836, assignmentid=21662
time=2016-06-13T21:03:05, team=37, userid=1290, assignmentid=21663
time=2016-06-13T21:03:05, team=84, userid=909, assignmentid=21664
time=2016-06-13T21:33:05, team=109, userid=537, assignmentid=21706
time=2016-06-13T21:33:05, team=224, userid=1580, assignmentid=21707
time=2016-06-13T21:33:05, team=31, userid=1700, assignmentid=21708
time=2016-06-13T21:33:05, team=180, userid=747, assignmentid=21709
time=2016-06-13T21:33:05, team=28, userid=583, assignmentid=21710
time=2016-06-13T21:33:05, team=163, userid=657, assignmentid=21711
time=2016-06-13T21:33:05, team=214, userid=265, assignmentid=21712
time=2016-06-13T22:03:05, team=156, userid=1269, assignmentid=21750
time=2016-06-13T22:03:05, team=185, userid=1874, assignmentid=21751
time=2016-06-13T22:03:05, team=57, userid=295, assignmentid=21752
time=2016-06-13T22:33:05, team=96, userid=494, assignmentid=21806
time=2016-06-13T22:33:05, team=150, userid=890, assignmentid=21807
time=2016-06-13T22:33:05, team=37, userid=1050, assignmentid=21808
