time=2016-06-06T23:33:05, eventid=0, teamid=3, level=1, eventType=end
time=2016-06-14T14:33:05, eventid=754, teamid=208, level=3, eventType=end
time=2016-06-14T14:33:05, eventid=755, teamid=208, level=4, eventType=start
time=2016-06-14T16:33:05, eventid=756, teamid=217, level=2, eventType=end
time=2016-06-14T16:33:05, eventid=757, teamid=217, level=3, eventType=start
time=2016-06-14T17:33:05, eventid=758, teamid=209, level=1, eventType=end
time=2016-06-14T17:33:05, eventid=759, teamid=209, level=2, eventType=start
time=2016-06-14T20:03:05, eventid=760, teamid=201, level=4, eventType=end
time=2016-06-14T20:03:05, eventid=761, teamid=201, level=5, eventType=start
time=2016-06-14T21:03:05, eventid=762, teamid=218, level=2, eventType=end
time=2016-06-14T21:03:05, eventid=763, teamid=218, level=3, eventType=start
time=2016-06-14T21:33:05, eventid=764, teamid=212, level=1, eventType=end
time=2016-06-14T21:33:05, eventid=765, teamid=212, level=2, eventType=start
time=2016-06-14T22:03:05, eventid=766, teamid=213, level=2, eventType=end
time=2016-06-14T22:03:05, eventid=767, teamid=213, level=3, eventType=start
time=2016-06-14T23:33:05, eventid=768, teamid=214, level=2, eventType=end
time=2016-06-14T23:33:05, eventid=769, teamid=214, level=3, eventType=start
time=2016-06-14T23:33:05, eventid=770, teamid=222, level=1, eventType=end
time=2016-06-14T23:33:05, eventid=771, teamid=222, level=2, eventType=start
time=2016-06-15T01:03:05, eventid=772, teamid=223, level=1, eventType=end
time=2016-06-15T01:03:05, eventid=773, teamid=223, level=2, eventType=start
time=2016-06-15T05:03:05, eventid=774, teamid=224, level=1, eventType=end
time=2016-06-15T05:03:05, eventid=775, teamid=224, level=2, eventType=start
time=2016-06-15T14:33:05, eventid=776, teamid=219, level=2, eventType=end
time=2016-06-15T14:33:05, eventid=777, teamid=219, level=3, eventType=start
time=2016-06-15T15:33:05, eventid=778, teamid=206, level=4, eventType=end
time=2016-06-15T15:33:05, eventid=779, teamid=206, level=5, eventType=start
time=2016-06-15T16:33:05, eventid=780, teamid=220, level=2, eventType=end
time=2016-06-15T16:33:05, eventid=781, teamid=220, level=3, eventType=start
time=2016-06-15T23:03:05, eventid=782, teamid=204, level=4, eventType=end
time=2016-06-15T23:03:05, eventid=783, teamid=204, level=5, eventType=start
time=2016-06-16T00:33:05, eventid=784, teamid=211, level=3, eventType=end
time=2016-06-16T00:33:05, eventid=785, teamid=211, level=4, eventType=start
time=2016-06-16T04:33:05, eventid=786, teamid=200, level=2, eventType=end
time=2016-06-16T04:33:05, eventid=787, teamid=200, level=3, eventType=start
time=2016-06-16T05:33:05, eventid=788, teamid=205, level=4, eventType=end
time=2016-06-16T05:33:05, eventid=789, teamid=205, level=5, eventType=start
time=2016-06-16T06:33:05, eventid=790, teamid=3, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=791, teamid=3, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=792, teamid=4, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=793, teamid=4, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=794, teamid=6, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=795, teamid=6, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=796, teamid=7, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=797, teamid=7, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=798, teamid=9, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=799, teamid=9, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=800, teamid=10, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=801, teamid=10, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=802, teamid=17, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=803, teamid=17, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=804, teamid=20, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=805, teamid=20, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=806, teamid=27, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=807, teamid=27, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=808, teamid=28, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=809, teamid=28, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=810, teamid=29, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=811, teamid=29, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=812, teamid=31, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=813, teamid=31, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=814, teamid=34, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=815, teamid=34, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=816, teamid=35, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=817, teamid=35, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=818, teamid=40, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=819, teamid=40, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=820, teamid=42, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=821, teamid=42, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=822, teamid=44, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=823, teamid=44, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=824, teamid=45, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=825, teamid=45, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=826, teamid=46, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=827, teamid=46, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=828, teamid=48, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=829, teamid=48, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=830, teamid=49, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=831, teamid=49, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=832, teamid=50, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=833, teamid=50, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=834, teamid=54, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=835, teamid=54, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=836, teamid=55, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=837, teamid=55, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=838, teamid=56, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=839, teamid=56, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=840, teamid=57, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=841, teamid=57, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=842, teamid=60, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=843, teamid=60, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=844, teamid=62, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=845, teamid=62, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=846, teamid=63, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=847, teamid=63, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=848, teamid=69, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=849, teamid=69, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=850, teamid=70, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=851, teamid=70, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=852, teamid=71, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=853, teamid=71, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=854, teamid=73, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=855, teamid=73, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=856, teamid=77, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=857, teamid=77, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=858, teamid=81, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=859, teamid=81, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=860, teamid=84, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=861, teamid=84, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=862, teamid=85, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=863, teamid=85, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=864, teamid=88, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=865, teamid=88, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=866, teamid=89, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=867, teamid=89, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=868, teamid=92, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=869, teamid=92, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=870, teamid=94, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=871, teamid=94, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=872, teamid=96, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=873, teamid=96, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=874, teamid=99, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=875, teamid=99, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=876, teamid=101, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=877, teamid=101, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=878, teamid=105, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=879, teamid=105, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=880, teamid=106, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=881, teamid=106, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=882, teamid=107, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=883, teamid=107, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=884, teamid=109, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=885, teamid=109, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=886, teamid=114, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=887, teamid=114, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=888, teamid=115, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=889, teamid=115, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=890, teamid=118, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=891, teamid=118, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=892, teamid=119, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=893, teamid=119, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=894, teamid=121, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=895, teamid=121, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=896, teamid=122, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=897, teamid=122, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=898, teamid=128, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=899, teamid=128, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=900, teamid=129, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=901, teamid=129, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=902, teamid=131, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=903, teamid=131, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=904, teamid=133, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=905, teamid=133, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=906, teamid=139, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=907, teamid=139, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=908, teamid=144, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=909, teamid=144, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=910, teamid=147, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=911, teamid=147, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=912, teamid=148, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=913, teamid=148, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=914, teamid=150, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=915, teamid=150, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=916, teamid=152, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=917, teamid=152, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=918, teamid=154, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=919, teamid=154, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=920, teamid=156, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=921, teamid=156, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=922, teamid=160, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=923, teamid=160, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=924, teamid=161, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=925, teamid=161, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=926, teamid=162, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=927, teamid=162, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=928, teamid=163, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=929, teamid=163, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=930, teamid=164, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=931, teamid=164, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=932, teamid=167, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=933, teamid=167, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=934, teamid=173, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=935, teamid=173, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=936, teamid=174, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=937, teamid=174, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=938, teamid=176, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=939, teamid=176, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=940, teamid=177, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=941, teamid=177, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=942, teamid=179, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=943, teamid=179, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=944, teamid=180, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=945, teamid=180, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=946, teamid=181, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=947, teamid=181, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=948, teamid=182, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=949, teamid=182, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=950, teamid=183, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=951, teamid=183, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=952, teamid=185, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=953, teamid=185, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=954, teamid=186, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=955, teamid=186, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=956, teamid=189, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=957, teamid=189, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=958, teamid=192, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=959, teamid=192, level=6, eventType=start
time=2016-06-16T06:33:05, eventid=960, teamid=196, level=5, eventType=end
time=2016-06-16T06:33:05, eventid=961, teamid=196, level=6, eventType=start
time=2016-06-16T10:03:05, eventid=962, teamid=209, level=2, eventType=end
time=2016-06-16T10:03:05, eventid=963, teamid=209, level=3, eventType=start
time=2016-06-16T14:03:05, eventid=964, teamid=212, level=2, eventType=end
time=2016-06-16T14:03:05, eventid=965, teamid=212, level=3, eventType=start
time=2016-06-16T16:03:05, eventid=966, teamid=222, level=2, eventType=end
time=2016-06-16T16:03:05, eventid=967, teamid=222, level=3, eventType=start
time=2016-06-16T17:33:05, eventid=968, teamid=223, level=2, eventType=end
time=2016-06-16T17:33:05, eventid=969, teamid=223, level=3, eventType=start
time=2016-06-16T18:03:05, eventid=970, teamid=203, level=4, eventType=end
time=2016-06-16T18:03:05, eventid=971, teamid=203, level=5, eventType=start
time=2016-06-16T18:33:05, eventid=972, teamid=217, level=3, eventType=end
time=2016-06-16T18:33:05, eventid=973, teamid=217, level=4, eventType=start
time=2016-06-16T19:33:05, eventid=974, teamid=216, level=1, eventType=end
time=2016-06-16T19:33:05, eventid=975, teamid=216, level=2, eventType=start
time=2016-06-16T21:33:05, eventid=976, teamid=202, level=4, eventType=end
time=2016-06-16T21:33:05, eventid=977, teamid=202, level=5, eventType=start
time=2016-06-16T21:33:05, eventid=978, teamid=207, level=1, eventType=end
time=2016-06-16T21:33:05, eventid=979, teamid=207, level=2, eventType=start
time=2016-06-16T21:33:05, eventid=980, teamid=224, level=2, eventType=end
time=2016-06-16T21:33:05, eventid=981, teamid=224, level=3, eventType=start
time=2016-06-16T23:03:05, eventid=982, teamid=218, level=3, eventType=end
time=2016-06-16T23:03:05, eventid=983, teamid=218, level=4, eventType=start
time=2016-06-17T00:03:05, eventid=984, teamid=213, level=3, eventType=end
time=2016-06-17T00:03:05, eventid=985, teamid=213, level=4, eventType=start
time=2016-06-17T01:33:05, eventid=986, teamid=214, level=3, eventType=end
time=2016-06-17T01:33:05, eventid=987, teamid=214, level=4, eventType=start
time=2016-06-17T02:03:05, eventid=988, teamid=37, level=5, eventType=end
time=2016-06-17T02:03:05, eventid=989, teamid=37, level=6, eventType=start
time=2016-06-17T03:03:05, eventid=990, teamid=208, level=4, eventType=end
time=2016-06-17T03:03:05, eventid=991, teamid=208, level=5, eventType=start
time=2016-06-17T03:03:05, eventid=992, teamid=230, level=1, eventType=end
time=2016-06-17T03:03:05, eventid=993, teamid=230, level=2, eventType=start
time=2016-06-17T06:03:05, eventid=994, teamid=226, level=1, eventType=end
time=2016-06-17T06:03:05, eventid=995, teamid=226, level=2, eventType=start
time=2016-06-17T08:33:05, eventid=996, teamid=221, level=1, eventType=end
time=2016-06-17T08:33:05, eventid=997, teamid=221, level=2, eventType=start
time=2016-06-17T10:33:05, eventid=998, teamid=215, level=1, eventType=end
time=2016-06-17T10:33:05, eventid=999, teamid=215, level=2, eventType=start
time=2016-06-17T12:33:05, eventid=1000, teamid=227, level=1, eventType=end
time=2016-06-17T12:33:05, eventid=1001, teamid=227, level=2, eventType=start
time=2016-06-17T16:33:05, eventid=1002, teamid=219, level=3, eventType=end
time=2016-06-17T16:33:05, eventid=1003, teamid=219, level=4, eventType=start
time=2016-06-17T18:33:05, eventid=1004, teamid=220, level=3, eventType=end
time=2016-06-17T18:33:05, eventid=1005, teamid=220, level=4, eventType=start
time=2016-06-17T20:03:05, eventid=1006, teamid=201, level=5, eventType=end
time=2016-06-17T20:03:05, eventid=1007, teamid=201, level=6, eventType=start
time=2016-06-18T06:33:05, eventid=1008, teamid=200, level=3, eventType=end
time=2016-06-18T06:33:05, eventid=1009, teamid=200, level=4, eventType=start
time=2016-06-18T11:33:05, eventid=1010, teamid=233, level=1, eventType=end
time=2016-06-18T11:33:05, eventid=1011, teamid=233, level=2, eventType=start
time=2016-06-18T12:03:05, eventid=1012, teamid=209, level=3, eventType=end
time=2016-06-18T12:03:05, eventid=1013, teamid=209, level=4, eventType=start
time=2016-06-18T12:03:05, eventid=1014, teamid=216, level=2, eventType=end
time=2016-06-18T12:03:05, eventid=1015, teamid=216, level=3, eventType=start
time=2016-06-18T12:03:05, eventid=1016, teamid=234, level=1, eventType=end
time=2016-06-18T12:03:05, eventid=1017, teamid=234, level=2, eventType=start
time=2016-06-18T13:03:05, eventid=1018, teamid=211, level=4, eventType=end
time=2016-06-18T13:03:05, eventid=1019, teamid=211, level=5, eventType=start
time=2016-06-18T14:03:05, eventid=1020, teamid=207, level=2, eventType=end
time=2016-06-18T14:03:05, eventid=1021, teamid=207, level=3, eventType=start
time=2016-06-18T15:33:05, eventid=1022, teamid=206, level=5, eventType=end
time=2016-06-18T15:33:05, eventid=1023, teamid=206, level=6, eventType=start
time=2016-06-18T16:03:05, eventid=1024, teamid=212, level=3, eventType=end
time=2016-06-18T16:03:05, eventid=1025, teamid=212, level=4, eventType=start
time=2016-06-18T18:03:05, eventid=1026, teamid=222, level=3, eventType=end
time=2016-06-18T18:03:05, eventid=1027, teamid=222, level=4, eventType=start
time=2016-06-18T19:33:05, eventid=1028, teamid=223, level=3, eventType=end
time=2016-06-18T19:33:05, eventid=1029, teamid=223, level=4, eventType=start
time=2016-06-18T19:33:05, eventid=1030, teamid=230, level=2, eventType=end
time=2016-06-18T19:33:05, eventid=1031, teamid=230, level=3, eventType=start
time=2016-06-18T22:33:05, eventid=1032, teamid=226, level=2, eventType=end
time=2016-06-18T22:33:05, eventid=1033, teamid=226, level=3, eventType=start
time=2016-06-18T23:03:05, eventid=1034, teamid=204, level=5, eventType=end
time=2016-06-18T23:03:05, eventid=1035, teamid=204, level=6, eventType=start
time=2016-06-18T23:03:05, eventid=1036, teamid=232, level=1, eventType=end
time=2016-06-18T23:03:05, eventid=1037, teamid=232, level=2, eventType=start
time=2016-06-18T23:33:05, eventid=1038, teamid=224, level=3, eventType=end
time=2016-06-18T23:33:05, eventid=1039, teamid=224, level=4, eventType=start
time=2016-06-19T01:03:05, eventid=1040, teamid=221, level=2, eventType=end
time=2016-06-19T01:03:05, eventid=1041, teamid=221, level=3, eventType=start
time=2016-06-19T03:03:05, eventid=1042, teamid=215, level=2, eventType=end
time=2016-06-19T03:03:05, eventid=1043, teamid=215, level=3, eventType=start
time=2016-06-19T05:03:05, eventid=1044, teamid=227, level=2, eventType=end
time=2016-06-19T05:03:05, eventid=1045, teamid=227, level=3, eventType=start
time=2016-06-19T05:33:05, eventid=1046, teamid=205, level=5, eventType=end
time=2016-06-19T05:33:05, eventid=1047, teamid=205, level=6, eventType=start
time=2016-06-19T07:03:05, eventid=1048, teamid=217, level=4, eventType=end
time=2016-06-19T07:03:05, eventid=1049, teamid=217, level=5, eventType=start
time=2016-06-19T11:33:05, eventid=1050, teamid=218, level=4, eventType=end
time=2016-06-19T11:33:05, eventid=1051, teamid=218, level=5, eventType=start
time=2016-06-19T12:33:05, eventid=1052, teamid=213, level=4, eventType=end
time=2016-06-19T12:33:05, eventid=1053, teamid=213, level=5, eventType=start
time=2016-06-19T14:03:05, eventid=1054, teamid=214, level=4, eventType=end
time=2016-06-19T14:03:05, eventid=1055, teamid=214, level=5, eventType=start
time=2016-06-19T18:03:05, eventid=1056, teamid=203, level=5, eventType=end
time=2016-06-19T18:03:05, eventid=1057, teamid=203, level=6, eventType=start
time=2016-06-19T18:33:05, eventid=1058, teamid=228, level=1, eventType=end
time=2016-06-19T18:33:05, eventid=1059, teamid=228, level=2, eventType=start
time=2016-06-19T19:03:05, eventid=1060, teamid=3, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1061, teamid=3, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1062, teamid=4, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1063, teamid=4, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1064, teamid=6, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1065, teamid=6, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1066, teamid=7, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1067, teamid=7, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1068, teamid=9, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1069, teamid=9, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1070, teamid=10, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1071, teamid=10, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1072, teamid=17, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1073, teamid=17, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1074, teamid=20, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1075, teamid=20, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1076, teamid=27, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1077, teamid=27, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1078, teamid=28, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1079, teamid=28, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1080, teamid=29, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1081, teamid=29, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1082, teamid=31, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1083, teamid=31, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1084, teamid=34, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1085, teamid=34, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1086, teamid=35, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1087, teamid=35, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1088, teamid=40, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1089, teamid=40, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1090, teamid=42, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1091, teamid=42, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1092, teamid=44, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1093, teamid=44, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1094, teamid=45, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1095, teamid=45, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1096, teamid=46, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1097, teamid=46, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1098, teamid=48, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1099, teamid=48, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1100, teamid=49, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1101, teamid=49, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1102, teamid=50, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1103, teamid=50, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1104, teamid=54, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1105, teamid=54, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1106, teamid=55, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1107, teamid=55, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1108, teamid=56, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1109, teamid=56, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1110, teamid=57, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1111, teamid=57, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1112, teamid=60, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1113, teamid=60, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1114, teamid=62, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1115, teamid=62, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1116, teamid=63, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1117, teamid=63, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1118, teamid=69, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1119, teamid=69, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1120, teamid=70, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1121, teamid=70, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1122, teamid=71, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1123, teamid=71, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1124, teamid=73, level=6, eventType=end
time=2016-06-19T19:03:05, eventid=1125, teamid=73, level=7, eventType=start
time=2016-06-19T19:03:05, eventid=1126, teamid=77, level=6, eventType=end
