userSessionid=6780, userid=1909, teamid=154, assignmentid=5514, startTimeStamp=2016-06-01T18:01:50, endTimeStamp=2016-06-06T12:33:05, team_level=1, platformType=iphone
userSessionid=21298, userid=793, teamid=40, assignmentid=17775, startTimeStamp=2016-06-13T14:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=24629, userid=1859, teamid=40, assignmentid=14846, startTimeStamp=2016-06-15T10:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20022, userid=1311, teamid=42, assignmentid=5753, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20023, userid=1477, teamid=42, assignmentid=5755, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20024, userid=878, teamid=42, assignmentid=5754, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20025, userid=1080, teamid=42, assignmentid=5765, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=linux
userSessionid=20026, userid=444, teamid=42, assignmentid=5759, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=mac
userSessionid=20027, userid=108, teamid=42, assignmentid=5763, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20028, userid=1391, teamid=42, assignmentid=5760, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20029, userid=669, teamid=42, assignmentid=5766, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20030, userid=1257, teamid=42, assignmentid=5764, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20031, userid=1493, teamid=42, assignmentid=14972, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20032, userid=842, teamid=44, assignmentid=6011, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20033, userid=892, teamid=44, assignmentid=6018, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20034, userid=1558, teamid=44, assignmentid=6013, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20035, userid=1557, teamid=44, assignmentid=6010, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20036, userid=1976, teamid=44, assignmentid=12543, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=mac
userSessionid=21064, userid=232, teamid=44, assignmentid=17306, startTimeStamp=2016-06-13T11:03:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=21511, userid=1943, teamid=44, assignmentid=16463, startTimeStamp=2016-06-13T18:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=21966, userid=748, teamid=44, assignmentid=17772, startTimeStamp=2016-06-14T00:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=21997, userid=371, teamid=44, assignmentid=18792, startTimeStamp=2016-06-14T01:03:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=22368, userid=715, teamid=44, assignmentid=17354, startTimeStamp=2016-06-14T06:03:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20037, userid=1804, teamid=45, assignmentid=6024, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=mac
userSessionid=20038, userid=575, teamid=45, assignmentid=6021, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20039, userid=591, teamid=45, assignmentid=6023, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20040, userid=983, teamid=45, assignmentid=6978, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20041, userid=206, teamid=45, assignmentid=8402, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20042, userid=1423, teamid=45, assignmentid=13709, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20043, userid=727, teamid=46, assignmentid=5622, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20044, userid=1807, teamid=46, assignmentid=5624, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20045, userid=1203, teamid=46, assignmentid=5626, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20046, userid=1882, teamid=46, assignmentid=5623, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20047, userid=290, teamid=46, assignmentid=10307, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20048, userid=1668, teamid=46, assignmentid=12382, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20049, userid=44, teamid=46, assignmentid=12812, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20050, userid=1381, teamid=46, assignmentid=13983, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=24630, userid=1072, teamid=46, assignmentid=21114, startTimeStamp=2016-06-15T10:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20051, userid=168, teamid=48, assignmentid=5357, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=linux
userSessionid=20052, userid=319, teamid=48, assignmentid=5354, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20053, userid=893, teamid=48, assignmentid=5356, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20054, userid=1733, teamid=48, assignmentid=5409, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20055, userid=1978, teamid=48, assignmentid=5358, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20056, userid=573, teamid=48, assignmentid=5355, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20057, userid=554, teamid=48, assignmentid=5352, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20058, userid=1826, teamid=48, assignmentid=5407, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20059, userid=368, teamid=48, assignmentid=5360, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20060, userid=1602, teamid=48, assignmentid=7015, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=linux
userSessionid=20061, userid=354, teamid=48, assignmentid=10883, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20062, userid=1526, teamid=48, assignmentid=11992, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=21065, userid=323, teamid=48, assignmentid=9625, startTimeStamp=2016-06-13T11:03:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20063, userid=753, teamid=49, assignmentid=5708, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20064, userid=471, teamid=49, assignmentid=5706, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20065, userid=436, teamid=49, assignmentid=5704, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20066, userid=1888, teamid=49, assignmentid=5712, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20067, userid=16, teamid=49, assignmentid=5710, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20068, userid=175, teamid=49, assignmentid=5714, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=linux
userSessionid=20069, userid=885, teamid=49, assignmentid=5705, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20070, userid=940, teamid=49, assignmentid=5707, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20071, userid=379, teamid=49, assignmentid=8250, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=linux
userSessionid=20072, userid=835, teamid=49, assignmentid=12569, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20073, userid=744, teamid=49, assignmentid=17814, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=21012, userid=1375, teamid=49, assignmentid=17907, startTimeStamp=2016-06-13T10:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=23373, userid=1452, teamid=49, assignmentid=22405, startTimeStamp=2016-06-14T17:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20074, userid=1749, teamid=50, assignmentid=5271, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20075, userid=897, teamid=50, assignmentid=5255, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=mac
userSessionid=20076, userid=1857, teamid=50, assignmentid=5265, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20077, userid=92, teamid=50, assignmentid=5267, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20078, userid=143, teamid=50, assignmentid=5268, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20079, userid=843, teamid=50, assignmentid=5270, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20080, userid=1418, teamid=50, assignmentid=5257, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20081, userid=1584, teamid=50, assignmentid=5262, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=linux
userSessionid=20082, userid=1304, teamid=50, assignmentid=5264, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20083, userid=1183, teamid=50, assignmentid=5259, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20084, userid=1004, teamid=50, assignmentid=5254, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=linux
userSessionid=20085, userid=1167, teamid=50, assignmentid=5269, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20086, userid=1155, teamid=50, assignmentid=11229, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20087, userid=466, teamid=50, assignmentid=7990, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20088, userid=788, teamid=50, assignmentid=12160, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20089, userid=121, teamid=54, assignmentid=5052, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20091, userid=759, teamid=54, assignmentid=5596, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20092, userid=1735, teamid=54, assignmentid=5599, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20093, userid=546, teamid=54, assignmentid=5602, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20094, userid=1476, teamid=54, assignmentid=5600, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20095, userid=1450, teamid=54, assignmentid=5592, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20096, userid=1805, teamid=54, assignmentid=6837, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=21812, userid=1989, teamid=54, assignmentid=20872, startTimeStamp=2016-06-13T22:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=25449, userid=504, teamid=54, assignmentid=19145, startTimeStamp=2016-06-15T19:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=25481, userid=1199, teamid=54, assignmentid=18103, startTimeStamp=2016-06-15T20:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20097, userid=1525, teamid=55, assignmentid=5888, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20098, userid=1274, teamid=55, assignmentid=5891, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20099, userid=307, teamid=55, assignmentid=5887, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20100, userid=939, teamid=55, assignmentid=5890, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20101, userid=585, teamid=55, assignmentid=7736, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20102, userid=215, teamid=55, assignmentid=12283, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20103, userid=48, teamid=55, assignmentid=10232, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=23724, userid=452, teamid=55, assignmentid=19368, startTimeStamp=2016-06-14T22:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=26224, userid=201, teamid=55, assignmentid=24559, startTimeStamp=2016-06-16T06:03:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20104, userid=576, teamid=56, assignmentid=5275, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=mac
userSessionid=20105, userid=1325, teamid=56, assignmentid=5272, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20106, userid=254, teamid=56, assignmentid=5273, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20107, userid=8, teamid=56, assignmentid=5274, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20108, userid=1793, teamid=56, assignmentid=5276, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20109, userid=1219, teamid=56, assignmentid=10328, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20110, userid=824, teamid=56, assignmentid=9613, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20111, userid=1443, teamid=56, assignmentid=14584, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20112, userid=273, teamid=56, assignmentid=14841, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20113, userid=1647, teamid=56, assignmentid=14838, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20114, userid=972, teamid=56, assignmentid=18594, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=22347, userid=1543, teamid=56, assignmentid=19121, startTimeStamp=2016-06-14T05:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20115, userid=1944, teamid=57, assignmentid=6066, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20116, userid=266, teamid=57, assignmentid=5806, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=linux
userSessionid=20117, userid=1611, teamid=57, assignmentid=6064, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20118, userid=1395, teamid=57, assignmentid=5804, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20119, userid=1488, teamid=57, assignmentid=6067, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20120, userid=22, teamid=57, assignmentid=6068, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20121, userid=1271, teamid=57, assignmentid=7166, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20122, userid=660, teamid=57, assignmentid=7991, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20123, userid=1063, teamid=57, assignmentid=7447, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20124, userid=1185, teamid=57, assignmentid=8166, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20125, userid=1926, teamid=57, assignmentid=16407, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=23835, userid=1896, teamid=57, assignmentid=22213, startTimeStamp=2016-06-15T00:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20126, userid=1225, teamid=60, assignmentid=6026, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20127, userid=1430, teamid=60, assignmentid=6029, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20128, userid=1925, teamid=60, assignmentid=6034, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=24185, userid=1759, teamid=60, assignmentid=16165, startTimeStamp=2016-06-15T05:03:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=mac
userSessionid=20129, userid=637, teamid=62, assignmentid=5621, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20130, userid=1226, teamid=62, assignmentid=5619, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=mac
userSessionid=20131, userid=1471, teamid=62, assignmentid=5617, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20132, userid=833, teamid=62, assignmentid=5620, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20133, userid=1806, teamid=62, assignmentid=5611, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20134, userid=784, teamid=62, assignmentid=5607, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20135, userid=1091, teamid=62, assignmentid=5615, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20136, userid=160, teamid=62, assignmentid=5616, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=linux
userSessionid=20137, userid=1997, teamid=62, assignmentid=10327, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20138, userid=1339, teamid=62, assignmentid=9487, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20139, userid=1013, teamid=62, assignmentid=13987, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20140, userid=1688, teamid=62, assignmentid=17646, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=mac
userSessionid=20141, userid=1342, teamid=62, assignmentid=18110, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=21090, userid=153, teamid=62, assignmentid=18933, startTimeStamp=2016-06-13T11:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=21714, userid=630, teamid=62, assignmentid=8094, startTimeStamp=2016-06-13T21:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=22810, userid=1483, teamid=62, assignmentid=22338, startTimeStamp=2016-06-14T11:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20142, userid=873, teamid=63, assignmentid=5190, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20143, userid=1177, teamid=63, assignmentid=6153, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20144, userid=1519, teamid=63, assignmentid=6152, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20145, userid=239, teamid=63, assignmentid=5193, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20146, userid=1310, teamid=63, assignmentid=5192, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20147, userid=1653, teamid=63, assignmentid=5196, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20148, userid=957, teamid=63, assignmentid=6156, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=22749, userid=685, teamid=63, assignmentid=19093, startTimeStamp=2016-06-14T11:03:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20149, userid=1265, teamid=69, assignmentid=6196, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20150, userid=1162, teamid=69, assignmentid=7327, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20152, userid=1421, teamid=69, assignmentid=10167, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20153, userid=1575, teamid=69, assignmentid=10785, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=linux
userSessionid=20154, userid=258, teamid=69, assignmentid=14081, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20155, userid=1408, teamid=69, assignmentid=12040, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20156, userid=571, teamid=70, assignmentid=5589, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=windows
userSessionid=20157, userid=299, teamid=70, assignmentid=5588, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20158, userid=1358, teamid=70, assignmentid=5590, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20159, userid=1887, teamid=70, assignmentid=5577, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20160, userid=1015, teamid=70, assignmentid=5587, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20161, userid=193, teamid=70, assignmentid=18957, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=iphone
userSessionid=20162, userid=1286, teamid=71, assignmentid=5833, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=linux
userSessionid=20163, userid=1112, teamid=71, assignmentid=5839, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
userSessionid=20164, userid=1491, teamid=71, assignmentid=5842, startTimeStamp=2016-06-13T06:33:05, endTimeStamp=2016-06-16T06:33:05, team_level=5, platformType=android
